,year,country,protesterdemand1,protesterdemand2,participants,freedom,counts
13304,2011,Bangladesh,"price increases, tax policy",,1000.0,PF,1
13310,2011,Bangladesh,"political behavior, process",,1000.0,PF,1
13312,2011,Bangladesh,removal of politician,,1000.0,PF,1
13313,2011,Bangladesh,"political behavior, process",,3000.0,PF,1
13315,2012,Bangladesh,"political behavior, process",,10000.0,PF,1
13316,2012,Bangladesh,police brutality,"political behavior, process",10000.0,PF,1
13317,2012,Bangladesh,labor wage dispute,"political behavior, process",1000.0,PF,1
13318,2012,Bangladesh,"political behavior, process",,1000.0,PF,1
13319,2013,Bangladesh,"political behavior, process",,100000.0,PF,1
13323,2013,Bangladesh,labor wage dispute,,1000.0,PF,1
13325,2013,Bangladesh,"political behavior, process",,200000.0,PF,1
13329,2013,Bangladesh,labor wage dispute,,10000.0,PF,1
13330,2013,Bangladesh,labor wage dispute,,40000.0,PF,1
13334,2014,Bangladesh,"political behavior, process",,1000.0,PF,1
13338,2014,Bangladesh,social restrictions,"political behavior, process",1000.0,PF,1
13343,2014,Bangladesh,police brutality,"political behavior, process",1000.0,PF,1
13345,2014,Bangladesh,"political behavior, process",land farm issue,1000.0,PF,1
13353,2014,Bangladesh,"political behavior, process",,30000.0,PF,1
13369,2014,Bangladesh,"political behavior, process",police brutality,1000.0,PF,1
13394,2015,Bangladesh,"political behavior, process",,1000.0,PF,1
13402,2018,Bangladesh,police brutality,,1000.0,PF,1
13404,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13405,2018,Bangladesh,"political behavior, process",,4000.0,PF,1
13408,2018,Bangladesh,"political behavior, process",,7000.0,PF,1
13409,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13410,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13411,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13412,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13413,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13415,2018,Bangladesh,"political behavior, process",,1000.0,PF,1
13421,1990,Myanmar,"political behavior, process",,5000.0,NF,1
13422,1990,Myanmar,"political behavior, process",,1000.0,NF,1
13423,1990,Myanmar,"political behavior, process",,1000.0,NF,1
13424,1991,Myanmar,"political behavior, process",,1000.0,NF,1
13426,1996,Myanmar,"political behavior, process",,10000.0,NF,1
13427,1996,Myanmar,"political behavior, process",,15000.0,NF,1
13430,1996,Myanmar,police brutality,,1000.0,NF,1
13431,1996,Myanmar,"political behavior, process",,1000.0,NF,1
13436,1998,Myanmar,"political behavior, process",,1000.0,NF,1
13445,2007,Myanmar,police brutality,,2000.0,NF,1
13448,2007,Myanmar,"price increases, tax policy",,1000.0,NF,1
13450,2007,Myanmar,"price increases, tax policy",,1000.0,NF,1
13451,2007,Myanmar,"price increases, tax policy",,10000.0,NF,1
13452,2007,Myanmar,"political behavior, process",,10000.0,NF,1
13453,2007,Myanmar,"political behavior, process",,100000.0,NF,1
13454,2007,Myanmar,"political behavior, process",,1000.0,NF,1
13455,2007,Myanmar,"political behavior, process",,10000.0,NF,1
13456,2007,Myanmar,"political behavior, process",,1000.0,NF,1
13465,2014,Myanmar,"political behavior, process",,1000.0,NF,1
13468,2014,Myanmar,"political behavior, process",,3000.0,NF,1
13470,2014,Myanmar,"political behavior, process",,2000.0,NF,1
13471,2014,Myanmar,"political behavior, process",,3000.0,NF,1
13476,2014,Myanmar,land farm issue,,2500.0,NF,1
13483,2016,Myanmar,"political behavior, process",,1000.0,PF,1
13485,2016,Myanmar,"political behavior, process",,1000.0,PF,1
13486,2017,Myanmar,"political behavior, process",,10000.0,PF,1
13491,2018,Myanmar,"political behavior, process",police brutality,4000.0,PF,1
13493,2019,Myanmar,"political behavior, process",,1000.0,NF,1
13495,1992,Sri Lanka,"political behavior, process",,1000.0,PF,1
13496,1992,Sri Lanka,"political behavior, process",,100000.0,PF,1
13498,1993,Sri Lanka,police brutality,,1000.0,PF,1
13503,1996,Sri Lanka,"political behavior, process",,14000.0,PF,1
13505,1997,Sri Lanka,police brutality,,10000.0,PF,1
13510,2000,Sri Lanka,"political behavior, process",,1000.0,PF,1
13511,2001,Sri Lanka,"political behavior, process",,1000.0,PF,1
13513,2001,Sri Lanka,"political behavior, process",,1000.0,PF,1
13515,2001,Sri Lanka,"political behavior, process",,10000.0,PF,1
13516,2003,Sri Lanka,"political behavior, process",,1000.0,PF,1
13517,2003,Sri Lanka,"political behavior, process",,1000.0,PF,1
13520,2005,Sri Lanka,"political behavior, process",,10000.0,PF,1
13522,2005,Sri Lanka,"price increases, tax policy",,250000.0,PF,1
13523,2009,Sri Lanka,"political behavior, process",,1000.0,PF,1
13524,2010,Sri Lanka,"political behavior, process",,1000.0,PF,1
13526,2010,Sri Lanka,"political behavior, process",,1000.0,PF,1
13528,2012,Sri Lanka,"political behavior, process",,1000.0,PF,1
13529,2013,Sri Lanka,"political behavior, process",,4000.0,PF,1
13530,2013,Sri Lanka,"political behavior, process",,1000.0,PF,1
13531,2013,Sri Lanka,social restrictions,,2000.0,PF,1
13535,2014,Sri Lanka,"political behavior, process",,1000.0,PF,1
13538,2014,Sri Lanka,"political behavior, process",,1000.0,PF,1
13542,2014,Sri Lanka,labor wage dispute,"political behavior, process",1000.0,PF,1
13546,2014,Sri Lanka,land farm issue,,1000.0,PF,1
13557,2014,Sri Lanka,labor wage dispute,"political behavior, process",1000.0,PF,1
13561,2016,Sri Lanka,"political behavior, process",,10000.0,PF,1
13562,2018,Sri Lanka,removal of politician,"political behavior, process",10000.0,PF,1
13563,2018,Sri Lanka,"political behavior, process",removal of politician,10000.0,PF,1
13565,1990,Nepal,"political behavior, process",removal of politician,1000.0,PF,1
13566,1990,Nepal,"political behavior, process",,1000.0,PF,1
13567,1990,Nepal,"political behavior, process",,10000.0,PF,1
13572,1990,Nepal,"political behavior, process",police brutality,5000.0,PF,1
13573,1990,Nepal,"political behavior, process",,50000.0,PF,1
13574,1990,Nepal,"political behavior, process",,4000.0,PF,1
13575,1990,Nepal,"political behavior, process",police brutality,1000.0,PF,1
13576,1990,Nepal,"political behavior, process",police brutality,1000.0,PF,1
13578,1990,Nepal,"political behavior, process",police brutality,2000.0,PF,1
13583,1990,Nepal,police brutality,,1000.0,PF,1
13584,1990,Nepal,"political behavior, process",,20000.0,PF,1
13587,1992,Nepal,removal of politician,,8000.0,F,1
13589,1992,Nepal,police brutality,,1000.0,F,1
13590,1992,Nepal,"political behavior, process",,8000.0,F,1
13591,1992,Nepal,"political behavior, process",,8000.0,F,1
13592,1993,Nepal,land farm issue,,1000.0,PF,1
13596,1993,Nepal,removal of politician,,1000.0,PF,1
13597,1993,Nepal,removal of politician,,1000.0,PF,1
13598,1994,Nepal,"political behavior, process",,5000.0,PF,1
13599,1994,Nepal,"political behavior, process",,4000.0,PF,1
13601,1994,Nepal,"political behavior, process",,1000.0,PF,1
13602,1994,Nepal,"political behavior, process",removal of politician,10000.0,PF,1
13603,1994,Nepal,"political behavior, process",removal of politician,1000.0,PF,1
13604,1994,Nepal,removal of politician,,1000.0,PF,1
13605,1994,Nepal,"political behavior, process",removal of politician,10000.0,PF,1
13607,1994,Nepal,"political behavior, process",,1000.0,PF,1
13608,1995,Nepal,labor wage dispute,,1000.0,PF,1
13611,1995,Nepal,"political behavior, process",,1000.0,PF,1
13612,1995,Nepal,"political behavior, process",,1000.0,PF,1
13614,1996,Nepal,labor wage dispute,,1000.0,PF,1
13615,1996,Nepal,"political behavior, process",,1000.0,PF,1
13617,1996,Nepal,removal of politician,,5000.0,PF,1
13618,1997,Nepal,"price increases, tax policy",,1000.0,PF,1
13619,1997,Nepal,"price increases, tax policy",,1000.0,PF,1
13620,1997,Nepal,"price increases, tax policy","political behavior, process",1000.0,PF,1
13623,1997,Nepal,"political behavior, process",,12000.0,PF,1
13624,1997,Nepal,"price increases, tax policy",police brutality,1000.0,PF,1
13625,1997,Nepal,"price increases, tax policy",police brutality,1000.0,PF,1
13626,1997,Nepal,"price increases, tax policy",police brutality,1000.0,PF,1
13627,1997,Nepal,"political behavior, process",,1000.0,PF,1
13628,1997,Nepal,"political behavior, process",,1000.0,PF,1
13629,1997,Nepal,"price increases, tax policy",,1000.0,PF,1
13645,2000,Nepal,land farm issue,,1000.0,PF,1
13649,2000,Nepal,labor wage dispute,,1000.0,PF,1
13659,2001,Nepal,removal of politician,,1000.0,PF,1
13666,2002,Nepal,"political behavior, process",,1000.0,PF,1
13667,2003,Nepal,removal of politician,,5000.0,PF,1
13668,2003,Nepal,removal of politician,,1000.0,PF,1
13672,2004,Nepal,"political behavior, process",,15000.0,PF,1
13673,2004,Nepal,"political behavior, process",,10000.0,PF,1
13679,2005,Nepal,"political behavior, process",,8000.0,NF,1
13681,2005,Nepal,"political behavior, process",,1000.0,NF,1
13683,2005,Nepal,"political behavior, process",removal of politician,5000.0,NF,1
13684,2005,Nepal,"political behavior, process",removal of politician,6000.0,NF,1
13685,2005,Nepal,"political behavior, process",removal of politician,7000.0,NF,1
13689,2006,Nepal,"political behavior, process",,1000.0,PF,1
13690,2006,Nepal,"political behavior, process",,1000.0,PF,1
13691,2006,Nepal,"political behavior, process",,1000.0,PF,1
13692,2006,Nepal,"political behavior, process",,1000.0,PF,1
13695,2006,Nepal,"political behavior, process",,1000.0,PF,1
13696,2006,Nepal,"political behavior, process",,1000.0,PF,1
13698,2006,Nepal,"political behavior, process",,8000.0,PF,1
13700,2006,Nepal,"political behavior, process",,1000.0,PF,1
13702,2006,Nepal,"political behavior, process",,1000.0,PF,1
13703,2006,Nepal,"political behavior, process",,10000.0,PF,1
13704,2006,Nepal,"political behavior, process",,100000.0,PF,1
13705,2006,Nepal,removal of politician,,150000.0,PF,1
13706,2006,Nepal,removal of politician,,10000.0,PF,1
13707,2006,Nepal,removal of politician,,1000.0,PF,1
13708,2006,Nepal,"political behavior, process",,200000.0,PF,1
13709,2006,Nepal,"political behavior, process",,1000.0,PF,1
13710,2006,Nepal,"political behavior, process",,2000.0,PF,1
13714,2007,Nepal,removal of politician,,2500.0,PF,1
13717,2007,Nepal,removal of politician,,1000.0,PF,1
13720,2008,Nepal,removal of politician,,10000.0,PF,1
13724,2009,Nepal,"political behavior, process",,10000.0,PF,1
13726,2009,Nepal,"political behavior, process",removal of politician,50000.0,PF,1
13729,2009,Nepal,"political behavior, process",,10000.0,PF,1
13730,2009,Nepal,"political behavior, process",,10000.0,PF,1
13731,2009,Nepal,"political behavior, process",,1000.0,PF,1
13733,2010,Nepal,"political behavior, process",removal of politician,100000.0,PF,1
13736,2011,Nepal,"political behavior, process",,1000.0,PF,1
13739,2012,Nepal,"political behavior, process",,1000.0,PF,1
13740,2012,Nepal,"political behavior, process",,1000.0,PF,1
13741,2012,Nepal,"political behavior, process",removal of politician,1000.0,PF,1
13751,2015,Nepal,"political behavior, process",,35000.0,PF,1
13754,2015,Nepal,"political behavior, process",,1000.0,PF,1
13761,2015,Nepal,"political behavior, process",,1000.0,PF,1
13763,2015,Nepal,"political behavior, process",,1000.0,PF,1
13765,2015,Nepal,"political behavior, process",,1000.0,PF,1
13771,2018,Nepal,"political behavior, process",,1000.0,PF,1
13772,2018,Nepal,"political behavior, process",,1500.0,PF,1
13774,1991,Thailand,"political behavior, process",,1000.0,PF,1
13775,1992,Thailand,removal of politician,,55000.0,PF,1
13776,1992,Thailand,removal of politician,,50000.0,PF,1
13777,1992,Thailand,removal of politician,,100000.0,PF,1
13778,1992,Thailand,removal of politician,,200000.0,PF,1
13779,1993,Thailand,land farm issue,,1000.0,PF,1
13780,1993,Thailand,land farm issue,,8000.0,PF,1
13781,1994,Thailand,"political behavior, process",,5000.0,PF,1
13782,1994,Thailand,"political behavior, process",,8000.0,PF,1
13783,1997,Thailand,land farm issue,,10000.0,PF,1
13785,1997,Thailand,land farm issue,,1000.0,PF,1
13786,1997,Thailand,removal of politician,,8000.0,PF,1
13788,1998,Thailand,"political behavior, process",,7000.0,F,1
13789,1998,Thailand,"political behavior, process",,30000.0,F,1
13792,1998,Thailand,land farm issue,,5000.0,F,1
13793,1999,Thailand,land farm issue,,4000.0,F,1
13794,1999,Thailand,land farm issue,,3000.0,F,1
13795,1999,Thailand,labor wage dispute,,1500.0,F,1
13796,2000,Thailand,"political behavior, process",,3000.0,F,1
13799,2000,Thailand,removal of politician,,4000.0,F,1
13800,2000,Thailand,"political behavior, process",,1000.0,F,1
13801,2000,Thailand,removal of politician,,1000.0,F,1
13802,2000,Thailand,removal of politician,,2000.0,F,1
13803,2001,Thailand,"political behavior, process",,1000.0,F,1
13806,2001,Thailand,social restrictions,,1000.0,F,1
13811,2001,Thailand,"political behavior, process",,10000.0,F,1
13812,2001,Thailand,"political behavior, process",,2000.0,F,1
13813,2001,Thailand,social restrictions,,1000.0,F,1
13814,2002,Thailand,land farm issue,,2000.0,F,1
13815,2002,Thailand,land farm issue,,10000.0,F,1
13817,2002,Thailand,land farm issue,,2300.0,F,1
13818,2002,Thailand,land farm issue,,10000.0,F,1
13819,2002,Thailand,social restrictions,,1000.0,F,1
13820,2002,Thailand,social restrictions,,20000.0,F,1
13821,2002,Thailand,land farm issue,,1000.0,F,1
13827,2003,Thailand,labor wage dispute,,1000.0,F,1
13828,2003,Thailand,labor wage dispute,,20000.0,F,1
13829,2003,Thailand,"political behavior, process",,1000.0,F,1
13832,2004,Thailand,labor wage dispute,,30000.0,F,1
13835,2004,Thailand,labor wage dispute,,10000.0,F,1
13836,2004,Thailand,labor wage dispute,,1000.0,F,1
13837,2004,Thailand,labor wage dispute,,2000.0,F,1
13841,2004,Thailand,removal of politician,,1000.0,F,1
13842,2004,Thailand,police brutality,,2000.0,F,1
13844,2005,Thailand,social restrictions,,5000.0,PF,1
13845,2005,Thailand,"political behavior, process",,1000.0,PF,1
13847,2005,Thailand,labor wage dispute,,20000.0,PF,1
13848,2005,Thailand,labor wage dispute,,1000.0,PF,1
13849,2005,Thailand,labor wage dispute,,19000.0,PF,1
13850,2005,Thailand,"price increases, tax policy",,1000.0,PF,1
13851,2005,Thailand,labor wage dispute,,50000.0,PF,1
13853,2005,Thailand,labor wage dispute,,50000.0,PF,1
13855,2006,Thailand,"political behavior, process",,4000.0,NF,1
13856,2006,Thailand,removal of politician,,100000.0,NF,1
13857,2006,Thailand,removal of politician,,25000.0,NF,1
13858,2006,Thailand,removal of politician,,24000.0,NF,1
13859,2006,Thailand,removal of politician,,50000.0,NF,1
13860,2006,Thailand,removal of politician,,100000.0,NF,1
13861,2006,Thailand,removal of politician,,5000.0,NF,1
13862,2006,Thailand,removal of politician,,100000.0,NF,1
13864,2006,Thailand,removal of politician,,10000.0,NF,1
13866,2006,Thailand,labor wage dispute,,1000.0,NF,1
13868,2006,Thailand,removal of politician,,5000.0,NF,1
13869,2006,Thailand,removal of politician,,1000.0,NF,1
13871,2006,Thailand,"political behavior, process",,1000.0,NF,1
13875,2007,Thailand,labor wage dispute,,2000.0,PF,1
13879,2007,Thailand,removal of politician,,1000.0,PF,1
13882,2007,Thailand,social restrictions,,1700.0,PF,1
13884,2007,Thailand,land farm issue,,2000.0,PF,1
13885,2007,Thailand,social restrictions,,3000.0,PF,1
13886,2007,Thailand,removal of politician,,10000.0,PF,1
13887,2007,Thailand,removal of politician,,3000.0,PF,1
13888,2007,Thailand,removal of politician,,2000.0,PF,1
13891,2007,Thailand,removal of politician,,40000.0,PF,1
13894,2007,Thailand,land farm issue,,1000.0,PF,1
13895,2008,Thailand,"political behavior, process",,15000.0,PF,1
13896,2008,Thailand,removal of politician,,1000.0,PF,1
13897,2008,Thailand,land farm issue,,1500.0,PF,1
13898,2008,Thailand,removal of politician,,50000.0,PF,1
