"SEX","GEO","TIME","CATEGORY","NACE_R2","AGE","UNIT","Value","Flag and Footnotes"
"Females","Cyprus","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","0.7","u"
"Females","Cyprus","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Cyprus","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Cyprus","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","10.0",""
"Females","Cyprus","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","9.4",""
"Females","Cyprus","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","0.6","u"
"Females","Cyprus","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","12.6",""
"Females","Cyprus","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","1.2","u"
"Females","Cyprus","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","0.7","u"
"Females","Cyprus","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Cyprus","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","11.2",""
"Females","Cyprus","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","10.3",""
"Females","Cyprus","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","0.8","u"
"Females","Cyprus","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","12.1",""
"Females","Cyprus","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","1.5","u"
"Females","Cyprus","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","1.3","u"
"Females","Cyprus","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","0.7","u"
"Females","Cyprus","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","10.2",""
"Females","Cyprus","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","9.4",""
"Females","Cyprus","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","0.7","u"
"Females","Cyprus","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","11.6",""
"Females","Cyprus","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","1.0","u"
"Females","Cyprus","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","1.2","u"
"Females","Cyprus","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Cyprus","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","9.4",""
"Females","Cyprus","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","8.5",""
"Females","Cyprus","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.0","u"
"Females","Latvia","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","26.2",""
"Females","Latvia","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.3",""
"Females","Latvia","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","3.5",""
"Females","Latvia","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Latvia","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","21.0",""
"Females","Latvia","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","18.8",""
"Females","Latvia","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.7","u"
"Females","Latvia","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","27.5",""
"Females","Latvia","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.1",""
"Females","Latvia","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","2.7",""
"Females","Latvia","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Latvia","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","23.4",""
"Females","Latvia","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","21.1",""
"Females","Latvia","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.4","u"
"Females","Latvia","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","26.9",""
"Females","Latvia","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.0","u"
"Females","Latvia","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","1.7","u"
"Females","Latvia","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Latvia","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","23.5",""
"Females","Latvia","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","20.7",""
"Females","Latvia","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","1.7","u"
"Females","Latvia","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","28.2",""
"Females","Latvia","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","2.9",""
"Females","Latvia","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Latvia","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Latvia","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","24.7",""
"Females","Latvia","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","22.5",""
"Females","Latvia","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.2","u"
"Females","Lithuania","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","58.3",""
"Females","Lithuania","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","3.3","u"
"Females","Lithuania","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","3.5","u"
"Females","Lithuania","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Lithuania","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","52.8",""
"Females","Lithuania","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","48.4",""
"Females","Lithuania","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.0","u"
"Females","Lithuania","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","57.5",""
"Females","Lithuania","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","3.3","u"
"Females","Lithuania","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","2.9","u"
"Females","Lithuania","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
"Females","Lithuania","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","52.3",""
"Females","Lithuania","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","48.9",""
"Females","Lithuania","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","2.2","u"
"Females","Lithuania","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","60.5",""
"Females","Lithuania","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","4.6",""
"Females","Lithuania","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","2.8","u"
"Females","Lithuania","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand",":","u"
